date,value
2020-01-09 16:00:00,0.0739
2020-01-09 17:00:00,0.0661
2020-01-09 18:00:00,0.0516
2020-01-09 19:00:00,0.0324
2020-01-09 20:00:00,0.0278
2020-01-09 21:00:00,0.0164
2020-01-09 22:00:00,0.0102
2020-01-09 23:00:00,0.008
2020-01-10 00:00:00,0.005
2020-01-10 01:00:00,0.004
2020-01-10 02:00:00,0.0052
2020-01-10 03:00:00,0.0085
2020-01-10 04:00:00,0.0181
2020-01-10 05:00:00,0.0322
2020-01-10 06:00:00,0.0454
2020-01-10 07:00:00,0.0492
2020-01-10 08:00:00,0.0416
2020-01-10 09:00:00,0.0409
2020-01-10 10:00:00,0.0579
2020-01-10 11:00:00,0.0547
2020-01-10 12:00:00,0.0551
2020-01-10 13:00:00,0.0682
2020-01-10 14:00:00,0.0708
2020-01-10 15:00:00,0.0773
2020-01-10 16:00:00,0.0764
2020-01-10 17:00:00,0.0666
2020-01-10 18:00:00,0.0553
2020-01-10 19:00:00,0.0392
2020-01-10 20:00:00,0.0294
2020-01-10 21:00:00,0.0181
2020-01-10 22:00:00,0.0122
2020-01-10 23:00:00,0.0073
2020-01-11 00:00:00,0.0056
2020-01-11 01:00:00,0.0045
2020-01-11 02:00:00,0.0056
2020-01-11 03:00:00,0.0108
2020-01-11 04:00:00,0.0188
2020-01-11 05:00:00,0.0342
2020-01-11 06:00:00,0.046
2020-01-11 07:00:00,0.0518
2020-01-11 08:00:00,0.044
2020-01-11 09:00:00,0.0452
2020-01-11 10:00:00,0.0507
2020-01-11 11:00:00,0.0592
2020-01-11 12:00:00,0.0618
2020-01-11 13:00:00,0.066
2020-01-11 14:00:00,0.0744
2020-01-11 15:00:00,0.0742
2020-01-11 16:00:00,0.076
2020-01-11 17:00:00,0.0683
2020-01-11 18:00:00,0.0534
2020-01-11 19:00:00,0.0444
2020-01-11 20:00:00,0.0305
2020-01-11 21:00:00,0.018
2020-01-11 22:00:00,0.0126
2020-01-11 23:00:00,0.0081
2020-01-12 00:00:00,0.0057
2020-01-12 01:00:00,0.0045
2020-01-12 02:00:00,0.006
2020-01-12 03:00:00,0.01
2020-01-12 04:00:00,0.0191
2020-01-12 05:00:00,0.0324
2020-01-12 06:00:00,0.0454
2020-01-12 07:00:00,0.0521
2020-01-12 08:00:00,0.0449
2020-01-12 09:00:00,0.0424
2020-01-12 10:00:00,0.0498
2020-01-12 11:00:00,0.0552
2020-01-12 12:00:00,0.0625
2020-01-12 13:00:00,0.0734
2020-01-12 14:00:00,0.0759
2020-01-12 15:00:00,0.0761
2020-01-12 16:00:00,0.0747
2020-01-12 17:00:00,0.0586
2020-01-12 18:00:00,0.0625
2020-01-12 19:00:00,0.0478
2020-01-12 20:00:00,0.0338
2020-01-12 21:00:00,0.0201
2020-01-12 22:00:00,0.015
2020-01-12 23:00:00,0.0103
2020-01-13 00:00:00,0.0058
2020-01-13 01:00:00,0.0049
2020-01-13 02:00:00,0.0059
2020-01-13 03:00:00,0.0089
2020-01-13 04:00:00,0.0184
2020-01-13 05:00:00,0.0322
2020-01-13 06:00:00,0.0455
2020-01-13 07:00:00,0.0513
2020-01-13 08:00:00,0.0431
2020-01-13 09:00:00,0.0452
2020-01-13 10:00:00,0.0563
2020-01-13 11:00:00,0.0611
2020-01-13 12:00:00,0.067
2020-01-13 13:00:00,0.0743
2020-01-13 14:00:00,0.2174
2020-01-13 15:00:00,0.1329
2020-01-13 16:00:00,0.0732
2020-01-13 17:00:00,0.0671
2020-01-13 18:00:00,0.0604
2020-01-13 19:00:00,0.0431
2020-01-13 20:00:00,0.0346
2020-01-13 21:00:00,0.0288
2020-01-13 22:00:00,0.0221
2020-01-13 23:00:00,0.0137
2020-01-14 00:00:00,0.0097
2020-01-14 01:00:00,0.0067
2020-01-14 02:00:00,0.0055
2020-01-14 03:00:00,0.0052
2020-01-14 04:00:00,0.0087
2020-01-14 05:00:00,0.015
2020-01-14 06:00:00,0.0247
2020-01-14 07:00:00,0.0346
2020-01-14 08:00:00,0.0396
2020-01-14 09:00:00,0.0484
2020-01-14 10:00:00,0.0531
2020-01-14 11:00:00,0.0573
2020-01-14 12:00:00,0.0564
2020-01-14 13:00:00,0.0588
2020-01-14 14:00:00,0.0576
2020-01-14 15:00:00,0.0623
2020-01-14 16:00:00,0.0592
2020-01-14 17:00:00,0.0541
2020-01-14 18:00:00,0.0476
2020-01-14 19:00:00,0.0371
2020-01-14 20:00:00,0.0303
2020-01-14 21:00:00,0.0322
2020-01-14 22:00:00,0.021
2020-01-14 23:00:00,0.0158
2020-01-15 00:00:00,0.0096
2020-01-15 01:00:00,0.0066
2020-01-15 02:00:00,0.005
2020-01-15 03:00:00,0.0039
2020-01-15 04:00:00,0.0058
2020-01-15 05:00:00,0.0075
2020-01-15 06:00:00,0.0139
2020-01-15 07:00:00,0.0226
2020-01-15 08:00:00,0.0304
2020-01-15 09:00:00,0.0384
2020-01-15 10:00:00,0.0416
2020-01-15 11:00:00,0.0517
2020-01-15 12:00:00,0.0526
2020-01-15 13:00:00,0.0463
2020-01-15 14:00:00,0.0486
2020-01-15 15:00:00,0.0508
2020-01-15 16:00:00,0.0491
2020-01-15 17:00:00,0.0463
2020-01-15 18:00:00,0.0413
2020-01-15 19:00:00,0.0294
2020-01-15 20:00:00,0.0196
2020-01-15 21:00:00,0.0143
2020-01-15 22:00:00,0.0094
2020-01-15 23:00:00,0.007
2020-01-16 00:00:00,0.0048
2020-01-16 01:00:00,0.0039
2020-01-16 02:00:00,0.0047
2020-01-16 03:00:00,0.0096
2020-01-16 04:00:00,0.0184
2020-01-16 05:00:00,0.0312
2020-01-16 06:00:00,0.0443
2020-01-16 07:00:00,0.0493
2020-01-16 08:00:00,0.0426
2020-01-16 09:00:00,0.0421
2020-01-16 10:00:00,0.0502
2020-01-16 11:00:00,0.0554
2020-01-16 12:00:00,0.0591
2020-01-16 13:00:00,0.0684
2020-01-16 14:00:00,0.0756
2020-01-16 15:00:00,0.0743
2020-01-16 16:00:00,0.0743
2020-01-16 17:00:00,0.0693
2020-01-16 18:00:00,0.0496
2020-01-16 19:00:00,0.0283
2020-01-16 20:00:00,0.02
2020-01-16 21:00:00,0.0127
2020-01-16 22:00:00,0.008
2020-01-16 23:00:00,0.0059
2020-01-17 00:00:00,0.0044
2020-01-17 01:00:00,0.0029
2020-01-17 02:00:00,0.0037
2020-01-17 03:00:00,0.0069
2020-01-17 04:00:00,0.0171
2020-01-17 05:00:00,0.0315
2020-01-17 06:00:00,0.0452
2020-01-17 07:00:00,0.0527
2020-01-17 08:00:00,0.044
2020-01-17 09:00:00,0.0467
2020-01-17 10:00:00,0.0504
2020-01-17 11:00:00,0.0569
2020-01-17 12:00:00,0.0552
2020-01-17 13:00:00,0.0701
2020-01-17 14:00:00,0.074
2020-01-17 15:00:00,0.0752
2020-01-17 16:00:00,0.0776
2020-01-17 17:00:00,0.0667
2020-01-17 18:00:00,0.0537
2020-01-17 19:00:00,0.0361
2020-01-17 20:00:00,0.0292
2020-01-17 21:00:00,0.0196
2020-01-17 22:00:00,0.0118
2020-01-17 23:00:00,0.0085
2020-01-18 00:00:00,0.005
2020-01-18 01:00:00,0.0041
2020-01-18 02:00:00,0.0063
2020-01-18 03:00:00,0.01
2020-01-18 04:00:00,0.0192
2020-01-18 05:00:00,0.0337
2020-01-18 06:00:00,0.0461
2020-01-18 07:00:00,0.0486
2020-01-18 08:00:00,0.0394
2020-01-18 09:00:00,0.0423
2020-01-18 10:00:00,0.0446
2020-01-18 11:00:00,0.0584
2020-01-18 12:00:00,0.0607
2020-01-18 13:00:00,0.0704
2020-01-18 14:00:00,0.0734
2020-01-18 15:00:00,0.0776
2020-01-18 16:00:00,0.0851
2020-01-18 17:00:00,0.0777
2020-01-18 18:00:00,0.06
2020-01-18 19:00:00,0.046
2020-01-18 20:00:00,0.0303
2020-01-18 21:00:00,0.0153
2020-01-18 22:00:00,0.01
2020-01-18 23:00:00,0.0065
2020-01-19 00:00:00,0.0038
2020-01-19 01:00:00,0.0033
2020-01-19 02:00:00,0.0039
2020-01-19 03:00:00,0.0076
2020-01-19 04:00:00,0.0141
2020-01-19 05:00:00,0.0255
2020-01-19 06:00:00,0.0365
2020-01-19 07:00:00,0.0382
2020-01-19 08:00:00,0.0336
2020-01-19 09:00:00,0.0338
2020-01-19 10:00:00,0.0384
2020-01-19 11:00:00,0.0425
2020-01-19 12:00:00,0.0494
2020-01-19 13:00:00,0.0578
2020-01-19 14:00:00,0.0566
2020-01-19 15:00:00,0.0625
2020-01-19 16:00:00,0.0657
2020-01-19 17:00:00,0.054
2020-01-19 18:00:00,0.0447
2020-01-19 19:00:00,0.034
2020-01-19 20:00:00,0.0308
2020-01-19 21:00:00,0.0223
2020-01-19 22:00:00,0.0144
2020-01-19 23:00:00,0.0093
2020-01-20 00:00:00,0.0056
2020-01-20 01:00:00,0.0043
2020-01-20 02:00:00,0.006
2020-01-20 03:00:00,0.0079
2020-01-20 04:00:00,0.0154
2020-01-20 05:00:00,0.0291
2020-01-20 06:00:00,0.0452
2020-01-20 07:00:00,0.0487
2020-01-20 08:00:00,0.041
2020-01-20 09:00:00,0.048
2020-01-20 10:00:00,0.0498
2020-01-20 11:00:00,0.0572
2020-01-20 12:00:00,0.0635
2020-01-20 13:00:00,0.0717
2020-01-20 14:00:00,0.077
2020-01-20 15:00:00,0.0733
2020-01-20 16:00:00,0.0724
2020-01-20 17:00:00,0.0672
2020-01-20 18:00:00,0.0528
2020-01-20 19:00:00,0.0382
2020-01-20 20:00:00,0.0354
2020-01-20 21:00:00,0.0301
2020-01-20 22:00:00,0.0188
2020-01-20 23:00:00,0.0129
2020-01-21 00:00:00,0.0074
2020-01-21 01:00:00,0.0057
2020-01-21 02:00:00,0.0055
2020-01-21 03:00:00,0.0033
2020-01-21 04:00:00,0.0061
2020-01-21 05:00:00,0.0157
2020-01-21 06:00:00,0.0226
2020-01-21 07:00:00,0.0304
2020-01-21 08:00:00,0.0353
2020-01-21 09:00:00,0.0472
2020-01-21 10:00:00,0.0533
2020-01-21 11:00:00,0.0589
2020-01-21 12:00:00,0.0622
2020-01-21 13:00:00,0.0552
2020-01-21 14:00:00,0.0593
2020-01-21 15:00:00,0.0604
2020-01-21 16:00:00,0.0558
2020-01-21 17:00:00,0.054
2020-01-21 18:00:00,0.0465
2020-01-21 19:00:00,0.0363
2020-01-21 20:00:00,0.0304
2020-01-21 21:00:00,0.0215
2020-01-21 22:00:00,0.0104
2020-01-21 23:00:00,0.0044
2020-01-22 00:00:00,0.0029
2020-01-22 01:00:00,0.0031
2020-01-22 02:00:00,0.0064
2020-01-22 03:00:00,0.0044
2020-01-22 04:00:00,0.0056
2020-01-22 05:00:00,0.0076
2020-01-22 06:00:00,0.0139
2020-01-22 07:00:00,0.0208
2020-01-22 08:00:00,0.0302
2020-01-22 09:00:00,0.0347
2020-01-22 10:00:00,0.0427
2020-01-22 11:00:00,0.048
2020-01-22 12:00:00,0.0441
2020-01-22 13:00:00,0.047
2020-01-22 14:00:00,0.0468
2020-01-22 15:00:00,0.0476
2020-01-22 16:00:00,0.046
2020-01-22 17:00:00,0.0404
2020-01-22 18:00:00,0.0356
2020-01-22 19:00:00,0.0268
2020-01-22 20:00:00,0.0224
2020-01-22 21:00:00,0.014
2020-01-22 22:00:00,0.0091
2020-01-22 23:00:00,0.0066
2020-01-23 00:00:00,0.0045
2020-01-23 01:00:00,0.0037
2020-01-23 02:00:00,0.0053
2020-01-23 03:00:00,0.0085
2020-01-23 04:00:00,0.0166
2020-01-23 05:00:00,0.0315
2020-01-23 06:00:00,0.0444
2020-01-23 07:00:00,0.0459
2020-01-23 08:00:00,0.0393
2020-01-23 09:00:00,0.0417
2020-01-23 10:00:00,0.0514
2020-01-23 11:00:00,0.0513
2020-01-23 12:00:00,0.0627
2020-01-23 13:00:00,0.071
2020-01-23 14:00:00,0.0698
2020-01-23 15:00:00,0.066
2020-01-23 16:00:00,0.0852
2020-01-23 17:00:00,0.0645
2020-01-23 18:00:00,0.0434
2020-01-23 19:00:00,0.0295
2020-01-23 20:00:00,0.0255
2020-01-23 21:00:00,0.0165
2020-01-23 22:00:00,0.01
2020-01-23 23:00:00,0.0075
2020-01-24 00:00:00,0.0048
2020-01-24 01:00:00,0.005
2020-01-24 02:00:00,0.0053
2020-01-24 03:00:00,0.0087
2020-01-24 04:00:00,0.0181
2020-01-24 05:00:00,0.0293
2020-01-24 06:00:00,0.0336
2020-01-24 07:00:00,0.0419
2020-01-24 08:00:00,0.0346
2020-01-24 09:00:00,0.0348
2020-01-24 10:00:00,0.0401
2020-01-24 11:00:00,0.0447
2020-01-24 12:00:00,0.0548
2020-01-24 13:00:00,0.0682
2020-01-24 14:00:00,0.0734
2020-01-24 15:00:00,0.0734
2020-01-24 16:00:00,0.0744
2020-01-24 17:00:00,0.07
2020-01-24 18:00:00,0.0516
2020-01-24 19:00:00,0.0423
2020-01-24 20:00:00,0.0299
2020-01-24 21:00:00,0.0194
2020-01-24 22:00:00,0.0111
2020-01-24 23:00:00,0.0086
2020-01-25 00:00:00,0.0051
2020-01-25 01:00:00,0.0036
2020-01-25 02:00:00,0.006
2020-01-25 03:00:00,0.0099
2020-01-25 04:00:00,0.0179
2020-01-25 05:00:00,0.0331
2020-01-25 06:00:00,0.046
2020-01-25 07:00:00,0.0526
2020-01-25 08:00:00,0.0432
2020-01-25 09:00:00,0.0454
2020-01-25 10:00:00,0.0479
2020-01-25 11:00:00,0.0572
2020-01-25 12:00:00,0.0587
2020-01-25 13:00:00,0.0649
2020-01-25 14:00:00,0.0728
2020-01-25 15:00:00,0.0748
2020-01-25 16:00:00,0.0781
2020-01-25 17:00:00,0.067
2020-01-25 18:00:00,0.0522
2020-01-25 19:00:00,0.0445
2020-01-25 20:00:00,0.0316
2020-01-25 21:00:00,0.0183
2020-01-25 22:00:00,0.0124
2020-01-25 23:00:00,0.0092
2020-01-26 00:00:00,0.0062
2020-01-26 01:00:00,0.0047
2020-01-26 02:00:00,0.0064
2020-01-26 03:00:00,0.0096
2020-01-26 04:00:00,0.0176
2020-01-26 05:00:00,0.0339
2020-01-26 06:00:00,0.0474
2020-01-26 07:00:00,0.0522
2020-01-26 08:00:00,0.0443
2020-01-26 09:00:00,0.0445
2020-01-26 10:00:00,0.0514
2020-01-26 11:00:00,0.0582
2020-01-26 12:00:00,0.0607
2020-01-26 13:00:00,0.0665
2020-01-26 14:00:00,0.0747
2020-01-26 15:00:00,0.0745
2020-01-26 16:00:00,0.0793
2020-01-26 17:00:00,0.0676
2020-01-26 18:00:00,0.0546
2020-01-26 19:00:00,0.0436
2020-01-26 20:00:00,0.0318
2020-01-26 21:00:00,0.0213
2020-01-26 22:00:00,0.0155
2020-01-26 23:00:00,0.0095
2020-01-27 00:00:00,0.0069
2020-01-27 01:00:00,0.0049
2020-01-27 02:00:00,0.0059
2020-01-27 03:00:00,0.0102
2020-01-27 04:00:00,0.0171
2020-01-27 05:00:00,0.0335
2020-01-27 06:00:00,0.0464
2020-01-27 07:00:00,0.0502
2020-01-27 08:00:00,0.0452
2020-01-27 09:00:00,0.046
2020-01-27 10:00:00,0.0556
2020-01-27 11:00:00,0.0602
2020-01-27 12:00:00,0.0674
2020-01-27 13:00:00,0.0718
2020-01-27 14:00:00,0.0754
2020-01-27 15:00:00,0.0772
2020-01-27 16:00:00,0.0782
2020-01-27 17:00:00,0.0711
2020-01-27 18:00:00,0.0588
2020-01-27 19:00:00,0.0439
2020-01-27 20:00:00,0.0337
2020-01-27 21:00:00,0.0266
2020-01-27 22:00:00,0.0184
2020-01-27 23:00:00,0.0135
2020-01-28 00:00:00,0.0079
2020-01-28 01:00:00,0.0061
2020-01-28 02:00:00,0.0051
2020-01-28 03:00:00,0.0057
2020-01-28 04:00:00,0.0085
2020-01-28 05:00:00,0.0156
2020-01-28 06:00:00,0.0241
2020-01-28 07:00:00,0.033
2020-01-28 08:00:00,0.0399
2020-01-28 09:00:00,0.0491
2020-01-28 10:00:00,0.0537
2020-01-28 11:00:00,0.0607
2020-01-28 12:00:00,0.058
2020-01-28 13:00:00,0.0592
2020-01-28 14:00:00,0.0614
2020-01-28 15:00:00,0.0573
2020-01-28 16:00:00,0.06
2020-01-28 17:00:00,0.0558
2020-01-28 18:00:00,0.0462
2020-01-28 19:00:00,0.0364
2020-01-28 20:00:00,0.0292
2020-01-28 21:00:00,0.0254
2020-01-28 22:00:00,0.0204
2020-01-28 23:00:00,0.0146
2020-01-29 00:00:00,0.0075
2020-01-29 01:00:00,0.0
2020-01-29 02:00:00,0.0037
2020-01-29 03:00:00,0.0024
2020-01-29 04:00:00,0.0027
2020-01-29 05:00:00,0.006
2020-01-29 06:00:00,0.0083
2020-01-29 07:00:00,0.0174
2020-01-29 08:00:00,0.0218
2020-01-29 09:00:00,0.032
2020-01-29 10:00:00,0.0394
2020-01-29 11:00:00,0.0433
2020-01-29 12:00:00,0.0495
2020-01-29 13:00:00,0.0528
2020-01-29 14:00:00,0.0504
2020-01-29 15:00:00,0.049
2020-01-29 16:00:00,0.0544
2020-01-29 17:00:00,0.0512
2020-01-29 18:00:00,0.0397
2020-01-29 19:00:00,0.0347
2020-01-29 20:00:00,0.024
2020-01-29 21:00:00,0.021
2020-01-29 22:00:00,0.0157
2020-01-29 23:00:00,0.0093
2020-01-30 00:00:00,0.0059
2020-01-30 01:00:00,0.0047
2020-01-30 02:00:00,0.0036
2020-01-30 03:00:00,0.0048
2020-01-30 04:00:00,0.0103
2020-01-30 05:00:00,0.0193
2020-01-30 06:00:00,0.0325
2020-01-30 07:00:00,0.0464
2020-01-30 08:00:00,0.0493
2020-01-30 09:00:00,0.0421
2020-01-30 10:00:00,0.0469
2020-01-30 11:00:00,0.0534
2020-01-30 12:00:00,0.0569
2020-01-30 13:00:00,0.0614
2020-01-30 14:00:00,0.0669
2020-01-30 15:00:00,0.0782
2020-01-30 16:00:00,0.0746
2020-01-30 17:00:00,0.0739
2020-01-30 18:00:00,0.0623
2020-01-30 19:00:00,0.0497
2020-01-30 20:00:00,0.0316
2020-01-30 21:00:00,0.0252
2020-01-30 22:00:00,0.0159
2020-01-30 23:00:00,0.0103
2020-01-31 00:00:00,0.007
2020-01-31 01:00:00,0.0045
2020-01-31 02:00:00,0.0037
2020-01-31 03:00:00,0.005
2020-01-31 04:00:00,0.0105
2020-01-31 05:00:00,0.0191
2020-01-31 06:00:00,0.0322
2020-01-31 07:00:00,0.0473
2020-01-31 08:00:00,0.0522
2020-01-31 09:00:00,0.0437
2020-01-31 10:00:00,0.0468
2020-01-31 11:00:00,0.0512
2020-01-31 12:00:00,0.0575
2020-01-31 13:00:00,0.0608
2020-01-31 14:00:00,0.069
2020-01-31 15:00:00,0.0718
2020-01-31 16:00:00,0.0716
2020-01-31 17:00:00,0.0807
2020-01-31 18:00:00,0.0641
2020-01-31 19:00:00,0.0485
2020-01-31 20:00:00,0.0343
2020-01-31 21:00:00,0.0261
2020-01-31 22:00:00,0.0169
2020-01-31 23:00:00,0.0113
2020-02-01 00:00:00,0.0082
2020-02-01 01:00:00,0.0048
2020-02-01 02:00:00,0.0033
2020-02-01 03:00:00,0.0054
2020-02-01 04:00:00,0.0111
2020-02-01 05:00:00,0.0206
2020-02-01 06:00:00,0.0342
2020-02-01 07:00:00,0.0465
2020-02-01 08:00:00,0.0499
2020-02-01 09:00:00,0.0468
2020-02-01 10:00:00,0.0459
2020-02-01 11:00:00,0.0526
2020-02-01 12:00:00,0.0592
2020-02-01 13:00:00,0.0624
2020-02-01 14:00:00,0.0648
2020-02-01 15:00:00,0.0717
2020-02-01 16:00:00,0.0786
2020-02-01 17:00:00,0.0808
2020-02-01 18:00:00,0.0653
2020-02-01 19:00:00,0.0535
2020-02-01 20:00:00,0.0369
2020-02-01 21:00:00,0.0296
2020-02-01 22:00:00,0.0181
2020-02-01 23:00:00,0.0132
2020-02-02 00:00:00,0.009
2020-02-02 01:00:00,0.0055
2020-02-02 02:00:00,0.0046
2020-02-02 03:00:00,0.0056
2020-02-02 04:00:00,0.0112
2020-02-02 05:00:00,0.0189
2020-02-02 06:00:00,0.0341
2020-02-02 07:00:00,0.0512
2020-02-02 08:00:00,0.0542
2020-02-02 09:00:00,0.0452
2020-02-02 10:00:00,0.0463
2020-02-02 11:00:00,0.0216
2020-02-02 12:00:00,0.0341
2020-02-02 13:00:00,0.0648
